S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
260,kuru kuru,vathi kuchi,0.5,0.583333333,-0.00491183,0.00464859,-0.017123919,-0.032797987,-0.017152662,-0.03921917,-0.001593995,-0.02443935,0.016279652,0.008670675,0.008796265,-0.021714555,-0.00058465,0.430275622,0.384980796,0.427860203,0.419023726,0.396196993,0.405734124,0.640988588,0.109931618,0.153842257,0.143710928,0.185531306,0.14950145,0.178378632,0.101767013,0.253082696,0.181029652,0.0739565,0.115604,4.137794665,151.9990809
261,Pazhagikkalam,Aambala,0.75,0.666666667,-0.014350647,-0.017809206,-0.00053165,-0.009354725,-0.016720493,0.000316248,0.004207079,-0.021247315,0.018697578,0.006748605,0.006595158,-0.001356635,-0.0044764,0.397590438,0.416663081,0.3414295,0.482895745,0.438143642,0.385752984,0.614722176,0.140997375,0.177763819,0.14180904,0.157240554,0.164743006,0.163767174,0.104098034,0.213986888,0.1209749,0.134409,0.124347,3.999923781,129.1992188
262,Anbe anbe,Darling,0.333333333,0.666666667,0.001659064,-0.007064435,-0.005134598,-0.006910396,0.004861865,-0.01787617,-0.009084137,-0.003832943,0.018640479,0.027373947,0.003034655,-0.012987602,-0.000907746,0.262490713,0.361426004,0.478783418,0.470058117,0.43020644,0.525128681,0.537905054,0.105750131,0.125776639,0.161601138,0.156623081,0.190390425,0.17091954,0.111755196,0.311801585,0.152484442,0.0394202,0.0736716,2.15713849,89.10290948
263,Sattena idi mazhai,Darling,0.416666667,0.666666667,-0.003093201,-0.011413124,-0.009345695,0.000590375,0.006952309,-0.018530617,-0.006081877,0.016257351,0.018369236,0.025423926,0.010366308,0.001071972,0.008299045,0.383769857,0.418142572,0.455017782,0.402185691,0.397511795,0.317054248,0.540198476,0.147616606,0.174189211,0.191612946,0.165192397,0.18332389,0.1703243,0.084317834,0.231389357,0.132803901,0.0520782,0.114593,4.476468779,117.4538352
264,Un vizhigalil,Darling,0.25,0.583333333,-0.005717101,-0.01096618,-0.014672214,-0.008797913,-0.067789235,-0.00801182,-0.037574352,-0.053586371,-0.027947687,-0.040151936,-0.008308101,-0.019694125,-0.010010696,0.482838457,0.466784837,0.408400086,0.507138859,0.384842405,0.391716389,0.378099784,0.114123421,0.150152226,0.139705571,0.192474997,0.176601634,0.168015408,0.124201056,0.254477813,0.116302644,0.0558555,0.0781219,2.313174946,99.38401442
265,Vandha mala,Darling,0.666666667,0.666666667,-0.013867048,-0.012939565,-0.0025949,-0.007211332,-0.017290461,-0.028687503,-0.02002818,-0.022045737,-0.00651136,-0.013413717,-0.008998344,-0.00810165,0.000444433,0.297744585,0.378006682,0.424141264,0.397883443,0.421569982,0.405856801,0.558419559,0.120271554,0.154679752,0.130346807,0.179233075,0.161012802,0.127540274,0.120234024,0.464224754,0.167557194,0.138087,0.141244,5.769090356,151.9990809
266,Pookale Satru,I,0.583333333,0.75,-0.007036331,-0.006021002,-0.008686712,0.000119125,-0.004277219,-0.011504203,0.013404957,-0.019702531,0.002018891,-0.013014201,-0.028893398,-0.01659398,-0.006178893,0.32432589,0.446156672,0.38568091,0.493896521,0.406312597,0.39895985,0.589169639,0.146995959,0.160555852,0.130335197,0.173012069,0.163651584,0.184792814,0.106512812,0.330334174,0.157720453,0.0773754,0.125577,4.506863941,86.1328125
267,Anbe anbe,Idhu Kathirvelan kadhal,0.416666667,0.583333333,-0.010506085,0.014069861,-0.003607239,-0.012067479,-0.020251692,-0.02656076,-0.008645104,-0.025104846,-0.002901229,-0.021482264,-0.027551532,-0.017722543,-0.022732821,0.310011497,0.418808898,0.503169624,0.382572755,0.452152438,0.397320315,0.464359083,0.1184976,0.167891399,0.164133224,0.158035494,0.181410247,0.21588833,0.124111419,0.341278537,0.174121169,0.0762973,0.149048,4.573985864,89.10290948
268,Oruthi mele,Jeeva,0.333333333,0.416666667,-0.009911698,0.003512101,-0.0000653,0.002253825,-0.015082952,-0.02944601,-0.004090708,-0.03405954,-0.009603064,-0.013943906,-0.015501245,-0.005690495,-0.01502996,0.337497914,0.389299162,0.364956185,0.363660689,0.394926421,0.287039742,0.62168193,0.134916461,0.1693943,0.166955464,0.164793502,0.169782276,0.159461324,0.117291712,0.358950979,0.20372327,0.0732741,0.159177,4.144483496,117.4538352
269,Ovvondrai Thirudigirai,Jeeva,0.333333333,0.583333333,0.000287558,-0.019262453,-0.005213882,-0.008202296,-0.046138533,-0.043478179,-0.017146248,-0.045744994,-0.036520849,-0.035748236,-0.032927094,0.001357753,-0.008018656,0.382300862,0.428752535,0.502408669,0.393712573,0.508199013,0.45885443,0.610864969,0.13707955,0.155315303,0.169315672,0.174336521,0.183178176,0.185016597,0.114479483,0.24782978,0.145811575,0.0460052,0.0817868,3.184478565,83.35433468
270,Paandi Naattu Kodi,Jigardhanda,0.916666667,0.75,-0.015939974,-0.017736257,-0.002686578,-0.013575099,-0.007978649,-0.00707393,-0.003592942,-0.006635743,0.00411407,0.00112521,0.005655772,-0.00786058,0.002583035,0.353050194,0.368148471,0.371269891,0.33069461,0.356300924,0.314055293,0.531402682,0.119839956,0.137183543,0.184623971,0.205153979,0.192165565,0.202456222,0.109301264,0.539377141,0.178285862,0.124669,0.197258,4.9,99.38401442
271,Jingunamani,Jilla,0.833333333,0.583333333,-0.00816379,-0.009639332,-0.019644963,-0.00084061,-0.014498165,-0.014078105,-0.002724391,-0.032232651,0.001769435,-0.02307488,-0.024305482,0.00225591,-0.004926681,0.32357686,0.346306015,0.368675323,0.417813903,0.400569357,0.406759923,0.518253252,0.127368184,0.188942555,0.186873472,0.214619846,0.22173946,0.202732808,0.119267132,0.221451754,0.102062668,0.0590527,0.0885661,6.128762285,117.4538352
272,Yeppa Mama Treat,Jilla,0.916666667,0.833333333,-0.010581285,-0.013341928,-0.003951279,0.013383987,-0.007492347,-0.003293579,0.003468399,-0.02655928,0.00445486,-0.00213133,-0.012508258,0.000927088,0.016301811,0.416396147,0.328148515,0.383703242,0.409622192,0.381156283,0.269539413,0.44921247,0.123348386,0.117469903,0.167685451,0.196240675,0.219469393,0.213451363,0.136570721,0.408340888,0.178497227,0.0568924,0.113867,5.485740291,172.265625
273,Aathi,Kathi,0.583333333,0.666666667,-0.006111328,-0.0043448,-0.003675615,-0.002458895,-0.001574138,-0.024697052,-0.004723228,-0.003246716,0.002592111,-0.001270343,0.006092059,-0.015190858,-0.006494468,0.344050796,0.437929091,0.457558319,0.42048584,0.455419272,0.38528762,0.561300488,0.121223761,0.142302091,0.16303872,0.15577794,0.171869052,0.166920315,0.131030592,0.324206721,0.13594014,0.0880116,0.0920915,2.921695402,151.9990809
274,Pakkam vandhu,Kathi,0.833333333,0.666666667,-0.008890221,-0.019647316,-0.012494463,0.008396549,-0.007663599,-0.00532475,0.011205799,-0.011622214,0.012897973,-0.004105855,0.017131728,0.030657265,0.007977859,0.372027208,0.378120798,0.32333703,0.368186161,0.406693093,0.365458884,0.600734068,0.11584201,0.178138307,0.119354427,0.145461856,0.155805182,0.194981808,0.104100273,0.268028114,0.112178974,0.113556,0.14228,7.050091352,143.5546875
275,Selfie pulla,Kathi,0.75,0.75,-0.010619649,-0.01939334,-0.002194444,-0.008716471,-0.001014063,-0.01587362,0.008386022,0.004065816,0.011786848,-0.007194019,-0.005379378,-0.006174016,-0.013859213,0.331945215,0.345109589,0.277846934,0.330345783,0.401677561,0.306855808,0.642107325,0.108836231,0.135665131,0.120178086,0.150973568,0.17823173,0.148042333,0.099006992,0.278203208,0.111978246,0.170605,0.166185,4.708663819,129.1992188
276,Darling dambakku,Maan Karate,0.5,0.666666667,-0.005754644,-0.011348291,-0.006255397,-0.007689273,-0.003138915,0.000239004,0.012057094,-0.02541861,0.012654694,-0.006280224,-0.017199271,-0.003981905,-0.004443061,0.492433816,0.4127488,0.432580964,0.462285807,0.410899382,0.319286886,0.417375052,0.121923157,0.173862466,0.180277533,0.171243857,0.19918171,0.155032275,0.105064972,0.494455011,0.173433625,0.0741378,0.112731,6.674631223,117.4538352
277,Un vizhigalil,Maan Karate,0.416666667,0.75,-0.005526564,-0.019527156,-0.010481911,-0.019663747,-0.017202133,-0.025938142,-0.0119596,-0.024339798,-0.009316297,-0.022029543,-0.008106235,0.005337234,-0.007931452,0.454229283,0.398454466,0.414000446,0.465932323,0.432013409,0.40000115,0.563094744,0.133561483,0.170825356,0.152356917,0.159958656,0.177192316,0.184011013,0.136634372,0.269083376,0.137987246,0.0277491,0.070491,3.566312385,107.6660156
278,Aagayam Theepiditha,Madras,0.416666667,0.5,-0.004682271,-0.018408523,-0.010606473,-0.025721231,-0.040581556,-0.048794153,-0.026599824,-0.043538342,-0.017711038,-0.012188188,-0.022646067,-0.013115842,-0.00218574,0.517122852,0.32028554,0.41620515,0.44521939,0.431731925,0.515340142,0.698401302,0.137148451,0.131357813,0.147984389,0.170455046,0.159029468,0.186531988,0.109295336,0.199055218,0.107412104,0.0231627,0.0646999,4.206730769,117.4538352
279,Dont worry be happy,Nimirnthu Nil,0.5,0.583333333,-0.009581908,-0.014080454,0.003444927,-0.007856368,0.010223339,-0.017244081,-0.017766736,0.005864395,-0.015895139,0.004759092,-0.054603926,-0.013178092,-0.038229529,0.369315475,0.412020233,0.448672556,0.366106849,0.379026573,0.401752061,0.703180949,0.147860712,0.17703915,0.164323107,0.160689484,0.172864761,0.189823555,0.093388035,0.34089506,0.175220561,0.0883321,0.133539,5.603088862,135.9991776
280,Unnai Kanda naal ,Salim,0.5,0.583333333,0.001722694,-0.009217134,-0.013709743,-0.015988552,-0.002041111,0.001137963,0.012256898,0.001312279,0.002494386,-0.001872717,-0.002799163,-0.005082413,0.000605788,0.287849808,0.265816251,0.37242329,0.370049767,0.356844272,0.325491609,0.641274843,0.119152854,0.117705628,0.159893928,0.139954944,0.158795493,0.162338386,0.106062429,0.304146732,0.194734302,0.0835418,0.148833,6.418088997,129.1992188
281,Pidikudhe,Sigaram thodu,0.5,0.666666667,-0.009158894,0.003723577,-0.013209193,0.015918756,-0.027824486,0.005340179,0.002736572,-0.019615048,0.000810562,0.003456547,0.018521502,-0.001453001,0.010329825,0.312755973,0.337679798,0.473972709,0.441592469,0.390592545,0.346168812,0.459567899,0.114725615,0.173986049,0.174431104,0.207376175,0.188549729,0.19027818,0.164152411,0.337639905,0.183014297,0.0373227,0.0750502,5.275119617,95.703125
282,Kannukkul Pothivaipen,TEN,0.416666667,0.666666667,-0.004774169,-0.00669915,-0.005343514,-0.005101559,-0.038628431,-0.017748483,-0.0221823,-0.037904327,-0.006489627,-0.034405421,-0.033800377,-0.018213554,-0.002730135,0.340157596,0.429381003,0.369180801,0.438807102,0.416092204,0.467039796,0.549362875,0.120524855,0.149013283,0.138983845,0.163551416,0.16513238,0.166271413,0.136752693,0.175264885,0.106322673,0.0303236,0.0719294,5.346685083,95.703125
283,Nenjukulla nee,Vadacurry,0.5,0.5,-0.002942874,-0.005737519,-0.016550823,-0.016712993,-0.015837853,-0.019105847,-0.017201129,-0.024630507,-0.01185767,-0.011888219,-0.010561846,-0.0209792,-0.006313339,0.402999476,0.323540544,0.406680436,0.474459329,0.49803868,0.436989695,0.583355602,0.125754311,0.131704121,0.139778633,0.180153628,0.194391884,0.187688239,0.143594037,0.207459094,0.11022103,0.0526241,0.119648,4.600797791,117.4538352
284,Pachai vanna,Vai Raja Vai,0.416666667,0.75,-0.009236949,-0.001332782,-0.024602455,-0.027616996,-0.007380067,-0.053670651,0.002718852,-0.045136262,-0.005820414,-0.031580808,-0.007923527,-0.024514624,-0.007760268,0.310519918,0.408420324,0.350283137,0.459852396,0.433637238,0.427728977,0.540628967,0.123501271,0.15287346,0.123844142,0.159530695,0.199505123,0.182857463,0.137304367,0.264640217,0.132809337,0.0705875,0.115316,3.562957317,117.4538352
285,Naam vaazhndhidum,Vai Raja Vai,0.75,0.5,-0.000149562,-0.013015651,0.0038216,0.003811076,-0.026322214,-0.011794938,-0.008578827,-0.022895626,-0.007011559,-0.020208911,-0.014484188,-0.015340125,-0.019128638,0.325760257,0.376766934,0.375342685,0.314284913,0.371724999,0.397708515,0.594837888,0.14030632,0.15144733,0.166562542,0.150539931,0.187067472,0.194042832,0.107047977,0.202167316,0.161340223,0.0526941,0.11398,6.096774194,129.1992188
286,Ival Dhaana,Veeram,0.416666667,0.583333333,-0.003572955,-0.008730409,0.001087014,0.001935452,-0.011537283,-0.004814985,0.000748834,-0.014495374,-0.001440264,-0.001847177,-0.003409832,-0.000342805,-0.001844772,0.338662222,0.37415419,0.405316173,0.474498636,0.429330856,0.332530439,0.629555107,0.13022671,0.149698414,0.159656619,0.184051373,0.179845856,0.140668446,0.091854837,0.229586874,0.105262185,0.043027,0.0763503,4.834348356,143.5546875
287,Thangame Thangame,Veeram,0.583333333,0.666666667,-0.01032054,-0.012562406,-0.008167,-0.008809947,-0.009123953,-0.019063554,-0.004041276,-0.022019274,0.003344123,-0.009351025,0.003765087,-0.002788879,-0.013233948,0.334598252,0.342351866,0.404357754,0.406241626,0.400931293,0.382296059,0.599652605,0.130773873,0.156367888,0.181634285,0.181943192,0.187745651,0.196089158,0.097781351,0.301027337,0.142953633,0.114017,0.156481,5.591659028,95.703125
288,Jing Chakkan,Veeram,0.75,0.583333333,-0.010424017,-0.016647343,0.000904689,-0.011852446,0.006104532,-0.01328712,0.002369222,-0.01052132,-0.005001205,-0.009881943,-0.002181602,-0.001240798,-0.004296192,0.416414374,0.320718925,0.292662805,0.349527709,0.402259869,0.40958854,0.590344316,0.123901595,0.164029597,0.152891218,0.183296254,0.217638867,0.177567466,0.126131204,0.416030964,0.181828961,0.104016,0.153459,6.70620438,161.4990234
289,Ey Inga paaru,VIP,0.583333333,0.416666667,-0.013606674,-0.014409173,-0.005146638,-0.001953682,0.002492203,-0.003358388,0.018293343,-0.003361572,0.005318126,-0.010067685,-0.00881994,-0.00753132,-0.011996591,0.422717534,0.412599174,0.388937916,0.352337263,0.398622339,0.350342795,0.642388151,0.128798371,0.147045039,0.148660204,0.131603124,0.181082418,0.167802362,0.129664593,0.393115481,0.132148877,0.129442,0.141898,4.91796517,95.703125
290,Po indru neeyaga,VIP,0.25,0.416666667,-0.005129328,-0.007191236,-0.004855877,-0.010053619,-0.017438361,-0.013228966,0.001567317,-0.031957785,0.004989765,-0.000920407,-0.005742806,0.000774845,-0.007644155,0.37622457,0.33083898,0.460344228,0.455413548,0.440597124,0.409317673,0.421381144,0.130380317,0.137001995,0.150825083,0.171027082,0.159106896,0.152774271,0.160731737,0.212054551,0.096250902,0.0499978,0.0680699,2.275,143.5546875
291,What a karavaad,VIP,0.75,0.583333333,-0.013830542,-0.020326308,-0.006696235,-0.00146265,-0.022005127,-0.008565069,0.004458679,-0.014512064,0.011930334,0.000832779,-0.01595473,-0.00909338,-0.008041573,0.334270597,0.289147887,0.294641247,0.350867653,0.387698307,0.275231949,0.649595197,0.142416454,0.174545547,0.180974911,0.202153887,0.166331485,0.184300865,0.091293362,0.596943716,0.165202236,0.187023,0.198937,5.063533374,151.9990809
292,aanalum indha,10 endrathukulla,0.5,0.5,-0.006896851,-0.005667603,-0.00547929,-0.008575645,-0.003484351,-0.034085862,0.003896458,-0.023711459,-0.014540332,-0.010071237,-0.027329505,-0.016982795,-0.008902366,0.323015881,0.385835174,0.324702932,0.441563153,0.445621006,0.392311738,0.374175408,0.135514903,0.117548942,0.124101248,0.151154437,0.163272911,0.174937999,0.12858945,0.334031802,0.144626444,0.0409929,0.0762823,3.878479657,112.3471467
293,gaana gaana,10 endrathukulla,0.666666667,0.666666667,-0.002556302,-0.00585055,-0.001216611,-0.001657622,-0.004573903,0.005344828,0.008200423,-0.012537022,-0.013528736,0.010547981,-0.011358509,-0.010739169,-0.01743684,0.325228941,0.35834291,0.46772999,0.35979568,0.418920902,0.258832671,0.366207476,0.094632965,0.151903162,0.131532625,0.134039332,0.167557995,0.134619274,0.188539036,0.257218148,0.153885875,0.0484465,0.0775229,2.688150195,112.3471467
294,athadi athadi,anegan,0.25,0.416666667,-0.011731931,-0.004234093,-0.01014219,-0.006618783,-0.030729598,-0.015285576,-0.038743244,-0.027696295,-0.029036855,-0.007963217,0.015875374,-0.001099392,-0.003879746,0.472567958,0.469145976,0.48073331,0.523007016,0.420430087,0.474798039,0.412413305,0.132861977,0.175299424,0.159643142,0.185313099,0.177721138,0.177453516,0.222967304,0.289690548,0.130327742,0.0631843,0.102672,4.500690608,89.10290948
295,roja kadale,anegan,0.583333333,0.583333333,-0.014624469,-0.010457157,-0.003399366,-0.010056744,-0.00936905,-0.010512458,0.003264404,-0.008829279,0.000500253,-0.000467575,0.004230474,-0.009355446,0.000492893,0.33897306,0.366001159,0.416204437,0.438749675,0.403594472,0.409977216,0.481238579,0.15035951,0.147838617,0.183726062,0.17585687,0.168207946,0.160681805,0.146509083,0.31687374,0.145422754,0.126523,0.217102,5.339552239,143.5546875
296,yolo,anegan,0.666666667,0.583333333,-0.015623726,0.010411202,-0.009843464,0.004746779,-0.00732988,-0.019748635,0.006204497,-0.024353805,-0.001781269,-0.00888417,-0.005520545,-0.013138261,-0.007348287,0.394329792,0.41743037,0.390195812,0.430172498,0.459050403,0.447239162,0.543525212,0.148636572,0.181079751,0.162167235,0.18315751,0.156575103,0.162176911,0.133802703,0.463921892,0.180236931,0.124595,0.156193,6.13436258,92.28515625
297,alunguraen kulunguraen,chandi veeran,0.5,0.666666667,-0.010815518,0.006487083,0.002036573,0.01307915,-0.035808234,0.00441328,-0.001436376,-0.02142874,0.002378759,-0.019288559,0.013285191,0.010347648,0.019875258,0.35010166,0.397923742,0.437225279,0.467976194,0.505506887,0.456747201,0.540251828,0.115064422,0.159649933,0.163117223,0.179627101,0.193135998,0.194515211,0.127559505,0.368056059,0.164138521,0.060337,0.0766385,4.343998167,117.4538352
298,nan pudicha moosa kutty,eeti,0.333333333,0.583333333,-0.000469854,-0.021120766,0.006202349,0.002214745,-0.016045982,-0.025852863,-0.017845814,-0.030262904,-0.007374931,-0.010507251,-0.015237252,-0.003111133,-0.001050325,0.253869079,0.352756354,0.45919315,0.428243689,0.433761969,0.386328385,0.450017585,0.1131472,0.147112059,0.145731971,0.183882425,0.193217598,0.182415187,0.124260746,0.218049143,0.113504155,0.0409222,0.0863216,4.310323763,107.6660156
299,panjumittai,eeti,0.5,0.5,-0.009668039,-0.020841835,0.00389079,-0.010580843,-0.005974746,-0.03230129,-0.007529392,-0.006897681,0.009936223,-0.000446949,-0.004080156,0.000776271,-0.012465953,0.319030994,0.397401382,0.429483957,0.440345206,0.398129914,0.33185819,0.5536431,0.132735972,0.181530983,0.166639644,0.180777264,0.168013466,0.17530688,0.101484035,0.370635339,0.132582457,0.0924334,0.135478,6.312538273,123.046875
300,Kann Irandil,Uthamaputhiran,0.416666667,0.75,-0.00509916,-0.000329302,0.010270359,-0.008065604,-0.028660158,-0.048179539,-0.016593821,-0.031692919,-0.057453691,-0.025153535,-0.01703784,-0.0075499,-0.016387985,0.289275499,0.427936722,0.488197793,0.418857943,0.423830683,0.208420596,0.581230784,0.115239797,0.119748814,0.143561983,0.156885188,0.167041233,0.096505596,0.109947703,0.23614725,0.116272821,0.0314944,0.0666102,1.844330855,143.5546875
301,Pala kodi ,India Pakistan,0.5,0.666666667,-0.006294713,-0.002733569,0.001190773,-0.010075137,-0.023999062,-0.029499701,-0.013727706,-0.005686817,-0.001343685,-0.00416382,0.004066033,-0.003814382,0.003443531,0.337764496,0.409890568,0.402226189,0.393003933,0.36025707,0.353337813,0.48894872,0.108163505,0.167881204,0.148197346,0.186825694,0.180380896,0.16878479,0.134104859,0.465424434,0.181306991,0.0693487,0.138572,4.237797438,117.4538352
302,Vaadi Kutty lady,India Pakistan,0.75,0.75,-0.010829222,-0.01224095,-0.007271517,-0.008395139,-0.012567357,-0.016527029,-0.006735908,-0.014764773,-0.005013721,-0.011659002,-0.006809086,-0.006221099,-0.003628271,0.307590077,0.330463108,0.30431968,0.331525124,0.389688398,0.40242981,0.609917045,0.138910689,0.142595483,0.129209284,0.181097691,0.202593534,0.175045142,0.117771246,0.455001055,0.185175227,0.119763,0.172211,6.328854962,80.74951172
303,Paartha oru Lookulla,Inimey Ipadithaan,0.5,0.75,-0.006091474,-0.00696251,-0.003567104,-0.001780605,0.001693558,-0.010398298,-0.009052076,-0.009307927,-0.0000166,-0.004936837,-0.005549779,-0.007462321,-0.009982502,0.283920189,0.319585509,0.363687688,0.36631447,0.372982379,0.375721733,0.554768595,0.121633474,0.139291866,0.152162138,0.170375022,0.147806833,0.180037882,0.132773552,0.276167696,0.113274183,0.0888571,0.12254,5.875076127,143.5546875
304,Kadhal kan kattudhe,Kaaki Sattai,0.25,0.583333333,-0.009259495,-0.022445129,-0.017037978,-0.003632853,-0.056783441,-0.031445842,-0.02508286,-0.035100234,-0.028224622,-0.037161369,-0.033814881,-0.025752372,-0.001732052,0.364565452,0.38864757,0.367708402,0.527482921,0.482397834,0.497447266,0.512718017,0.088633559,0.14779955,0.147658739,0.179013228,0.18528238,0.201399797,0.139470925,0.214179625,0.095604422,0.0704946,0.123885,3.211496746,135.9991776
305,Kattikida,Kaaki Sattai,0.916666667,0.75,-0.009555106,-0.006230491,-0.00056303,0.001835267,-0.012958616,-0.013858826,-0.008702588,0.01501189,0.002002214,-0.004513697,-0.012191645,-0.009494538,-0.016505691,0.317359835,0.379196769,0.407199973,0.354747489,0.428923686,0.334614249,0.525445463,0.119414589,0.150350286,0.16821983,0.154959574,0.189739755,0.180370736,0.113427916,0.413522207,0.153540283,0.0931058,0.127027,7.079351796,151.9990809
306,Vaaya en veera,Kanchana 2,0.25,0.583333333,-0.008100807,0.001354906,-0.02418163,-0.006031095,-0.028465819,-0.023874836,-0.019134639,-0.025098059,-0.013160026,-0.032105365,-0.019338021,-0.021385313,0.010148303,0.316628255,0.373740033,0.339381145,0.454772445,0.430025908,0.314531984,0.367178638,0.107628687,0.14246991,0.128871182,0.147349261,0.141982228,0.158125661,0.09819534,0.257139794,0.140228345,0.077559,0.137353,3.991405537,151.9990809
307,Karuppu nerathazhagi,Komban,0.75,0.75,-0.008206049,-0.016918602,-0.018297026,-0.003348529,-0.021470211,-0.028915477,-0.022190165,-0.025356998,-0.001090823,-0.004660973,-0.020618376,-0.011458386,-0.014278296,0.388754804,0.326795743,0.379324883,0.365233679,0.354485615,0.360158708,0.366979913,0.111810535,0.176846014,0.181387247,0.200294593,0.187256774,0.192139117,0.083613768,0.363519208,0.145089682,0.103859,0.155661,5.792058913,99.38401442
308,Thara local,Maari,1,0.75,-0.00856665,-0.015014432,-0.001064592,-0.012678704,-0.007009269,-0.021812267,-0.000171382,-0.010544267,0.002828685,-0.006918569,-0.006193314,-0.008360877,0.000704642,0.361903776,0.300482865,0.304928454,0.34576637,0.386540667,0.298459461,0.562956594,0.133895583,0.140052573,0.148604936,0.162189864,0.154424371,0.162930182,0.081340711,0.277334738,0.130316554,0.114808,0.10591,6.309589041,95.703125
309,Donu donu donu,Maari,0.833333333,0.75,-0.006304595,-0.015966732,0.002562219,-0.006010625,-0.015871135,-0.002870659,0.002160012,-0.016598455,0.00484943,0.00633921,-0.015334764,-0.008971166,-0.003843602,0.38676295,0.40963886,0.377113446,0.337213379,0.358359833,0.374591879,0.571898949,0.14922102,0.175372648,0.16060692,0.153947893,0.148459594,0.170060912,0.102473649,0.259859171,0.14876023,0.0692356,0.115006,4.53358209,89.10290948
310,Thappa dhaan theriyum,Maari,0.666666667,0.5,-0.007360555,-0.019619171,0.002723108,-0.000248724,-0.013520343,-0.007776708,-0.004205744,-0.018114005,-0.003822195,-0.008665062,-0.01397929,-0.005884445,-0.007820466,0.293377685,0.362984845,0.362412462,0.363538977,0.37623567,0.377359112,0.663878707,0.133100728,0.150320763,0.154422117,0.141579415,0.179767155,0.181436452,0.080427686,0.196246193,0.086140132,0.103652,0.102692,6.108219178,151.9990809
311,Naan Aval illai,Masss,0.25,0.666666667,-0.009292304,-0.008917546,-0.020959329,-0.017248172,-0.024251302,0.003382763,-0.001228145,0.024228988,0.045761163,0.030574345,0.036404784,0.024742391,0.02905987,0.463589151,0.370635821,0.43302808,0.468872719,0.423865345,0.445598592,0.496147542,0.132375331,0.172056348,0.159233229,0.217584101,0.186408042,0.186956548,0.171042798,0.193788356,0.14663133,0.051016,0.127538,4.584566174,129.1992188
312,Therikkudhu mass,Masss,0.75,0.583333333,-0.013116851,-0.023674744,-0.002174156,-0.009119824,-0.009820363,-0.012782567,-0.001626091,-0.004968742,-0.009692946,-0.015052648,-0.009223687,-0.020351591,-0.007769652,0.320451125,0.343287107,0.367675645,0.307411039,0.341721272,0.353351363,0.626587735,0.112599504,0.16000552,0.161127284,0.159016252,0.174384987,0.167820975,0.1184834,0.494386668,0.139520518,0.154839,0.169773,4.259889604,135.9991776
313,Neeyum naanum,Naanum rowdy dhaan,0.25,0.583333333,0.007163604,0.00512495,-0.007318684,-0.012613224,-0.032059862,-0.012457918,-0.018861081,-0.030651505,-0.028503443,-0.031440223,-0.00325018,-0.020693142,-0.003176386,0.312568807,0.478415952,0.416744214,0.487139326,0.409574016,0.403058173,0.555568771,0.105243522,0.152682143,0.151734425,0.15325837,0.178050047,0.151059276,0.140522356,0.166235582,0.121334967,0.0193861,0.0676103,3.170678337,151.9990809
314,Thangamey,Naanum rowdy dhaan,0.5,0.833333333,-0.008661535,-0.016063853,-0.013152852,-0.022534611,-0.021946059,-0.026299075,-0.016713203,-0.02809661,-0.006701267,-0.005092113,-0.020531746,-0.008344066,-0.008372584,0.411857605,0.471794113,0.39662927,0.45643535,0.445171967,0.432484469,0.554964887,0.140016656,0.140293537,0.140569292,0.176936075,0.179274059,0.143426287,0.125397151,0.227339183,0.108495699,0.08898,0.100093,3.451657459,99.38401442
315,Malargal Keten,OK Kanmani,0.25,0.5,-0.001458499,-0.014101989,-0.009555312,0.001220798,-0.034887666,0.00324173,-0.015017708,-0.006504158,0.014631016,0.004297909,0.013893497,0.018020402,0.012640513,0.40455145,0.407833296,0.364442499,0.513176838,0.509320742,0.453810792,0.490487852,0.155674988,0.17236684,0.142939503,0.170539565,0.16982009,0.185926602,0.150581656,0.348113282,0.145083098,0.0363139,0.060985,5.137465051,112.3471467
316,Parandhu sella va,OK Kanmani,0.5,0.75,-0.024717803,0.017585186,-0.000431854,0.008678379,-0.005460193,-0.006662545,-0.032462599,-0.037865731,-0.042951816,-0.030538463,-0.024109637,-0.016383305,-0.010433802,0.361751162,0.390548298,0.350265788,0.321099814,0.370419271,0.257031695,0.390047722,0.129312653,0.176983121,0.180089087,0.163663114,0.151888093,0.113228621,0.131046035,0.504033086,0.223547918,0.223806,0.275771,5.839726027,107.6660156
317,Kaara Aattakkaara,OK Kanmani,0.666666667,0.583333333,-0.00337664,-0.014439858,-0.013153071,-0.007235232,-0.032221754,0.010099442,0.0000237,-0.012061216,0.014120988,-0.014686558,0.005435452,0.00500583,0.006328288,0.290343072,0.350286348,0.40243038,0.473559596,0.482381881,0.487941161,0.430143326,0.115851722,0.167070415,0.14609064,0.174367865,0.166950162,0.15150667,0.114989308,0.297557137,0.121461303,0.0645317,0.103824,5.208933041,129.1992188
